xi,0.350335
kTOnMu,0.001377
kTauOnGamma,0.000176
muMax,6.732008
gammaMax,61.337662
Rmax,0.281656
Ro,1.820228
kPitoR,2.345878
delta,18.092349
Pi0,47053.186045
